;;;;;;;;;;;;;;
MarkaKodu;TipKodu;MarkaAdı;TipAdı;2023;2022;2021;2020;2019;2018;2017;2016;2015;2014;2013
61;165;HONDA;CITY 1.4 ES OV;0;0;0;0;0;0;0;0;0;0;0
61;166;HONDA;CIVIC HB 1.4 i-SHIFT;0;0;0;0;0;0;0;0;0;0;0
61;167;HONDA;CIVIC SEDAN 1.8 EXECUTIVE PREMIUM OV (Y);0;0;0;0;0;0;0;0;0;0;0
61;168;HONDA;JAZZ 1.4 ES FUN;0;0;0;0;0;0;0;0;0;0;0
61;169;HONDA;JAZZ 1.4 ES FUN i-SHIFT;0;0;0;0;0;0;0;0;0;0;0
61;170;HONDA;CIVIC HB 1.8 SPORT OV;0;0;0;0;0;0;0;0;0;0;0
61;171;HONDA;CR-V 2.0 ELEGANCE LIFESTYLE OV;0;0;0;0;0;0;0;0;0;0;680852
61;172;HONDA;CIVIC HB 1.4 COMFORT;0;0;0;0;0;0;0;0;0;330626;311919
61;173;HONDA;CIVIC HB 1.4 i-SHIFT COMFORT;0;0;0;0;0;0;0;0;0;0;0
61;174;HONDA;CR-Z 1.5 SPORT HYBRID;0;0;0;0;0;0;0;0;0;0;391414
61;175;HONDA;CR-Z 1.5 GT HYBRID;0;0;0;0;0;0;0;0;0;0;403518
61;176;HONDA;JAZZ 1.4 JOY+;0;0;0;0;0;0;0;0;0;0;392958
61;177;HONDA;JAZZ 1.4 JOY+ CVT;0;0;0;0;0;0;0;0;0;0;407719
61;178;HONDA;JAZZ 1.4 FUN+;0;0;0;0;0;0;0;0;0;0;416041
61;179;HONDA;JAZZ 1.4 FUN+ CVT;0;0;0;0;0;0;0;0;0;0;436838
61;180;HONDA;ELYSION 2.4i 16V 160;0;0;0;0;0;0;0;0;0;0;0
61;185;HONDA;PILOT 3.5 (253);0;0;0;0;0;0;0;0;0;0;0
66;4;ISUZU;NPR KAMYON;0;0;0;1103272;988698;858994;781098;715861;661062;613933;575765
66;40;ISUZU;NKR KAMYONET;0;0;0;0;0;0;0;0;0;0;0
66;50;ISUZU;NKR W KAMYONET;0;0;0;0;0;0;0;0;0;0;0
66;1001;ISUZU;OTOBUS CITIBUS;0;0;0;0;0;0;1943833;1805333;1493027;1417869;1219570
66;1002;ISUZU;D-MAX CIFT KABIN KAMYONET 2.5 4x2 HT 6MT;0;0;0;0;0;0;0;0;480772;420365;373723
66;1003;ISUZU;D-MAX CIFT KABIN KAMYONET 2.5 4x2 LIMITED 6MT;0;0;0;0;0;0;531926;500124;483868;424745;376733
66;1004;ISUZU;D-MAX CIFT KABIN KAMYONET 2.5 4x4 T 6MT;0;0;0;0;0;0;0;0;522527;461115;413397
66;1005;ISUZU;D-MAX CIFT KABIN KAMYONET 2.5 4x4 LIMITED 6MT;0;0;0;0;0;0;580472;548051;531926;470824;423496
66;1006;ISUZU;D-MAX CIFTKABIN KAMYONET 2.5 4x4  V-CROSS 5AT;0;0;0;0;0;0;644983;596694;548376;517435;470824
66;1007;ISUZU;D-MAX TEK KABIN KAMYONET 2.5;0;0;0;0;0;0;0;0;428943;371519;323654
66;1008;ISUZU;OTOBUS NOVO LUXHP 27;0;0;0;0;0;0;1155463;1047040;893053;847003;729162
66;1009;ISUZU;OTOBUS NOVO LUXHP 29;0;0;0;0;0;0;1361921;1239040;1176013;1018149;887925
66;1010;ISUZU;OTOBUS CITIBUS OV;0;2892657;2875410;2871176;2396686;2205413;1953427;1688738;1445152;1336684;1151671
66;1011;ISUZU;OTOBUS VISIGO;0;0;0;0;0;0;0;0;1662420;1499499;1204042
66;1012;ISUZU;D-MAX CIFT KABIN KAMYONET T 6MT;0;0;0;0;0;0;0;0;441813;383095;335822
66;1013;ISUZU;OTOBUS CITIPORT;0;3768483;3750418;3645901;3478774;3003951;2443652;2151664;2011832;1780799;0
66;1014;ISUZU;OTOBUS CITIPORT PLUS;0;0;0;0;0;0;0;2421332;2185305;1947768;0
66;1015;ISUZU;N-WIDE KAMYONET;1209795;1209795;944772;845798;776882;684898;613415;555470;522417;0;0
66;1016;ISUZU;N-WIDE LONG KAMYONET;1223896;1223896;948902;857527;788001;682474;622015;562798;531481;0;0
66;1017;ISUZU;OTOBUS NOVO 29;0;0;0;0;0;0;0;917328;805402;0;0
66;1018;ISUZU;OTOBUS NOVO 23 (23+1);0;0;0;0;0;0;0;898788;787947;0;0
66;1019;ISUZU;OTOBUS NOVO 25 (25+1);0;0;0;0;0;0;0;904710;793234;0;0
66;1020;ISUZU;OTOBUS VISIGO INTERURBAN E6;0;3460792;3450222;3284804;2731371;2511014;2158930;1729202;1629138;0;0
66;1021;ISUZU;OTOBUS VISIGO (37+1) E6;0;0;0;0;0;0;2223300;1813385;1744627;0;0
66;1022;ISUZU;OTOBUS NOVO 27 LIFTLI;0;0;0;0;0;0;0;1080633;967871;0;0
66;1023;ISUZU;OTOBUS NOVO LUX 27 LIFTLI;0;0;0;0;0;0;1337707;1151474;1004511;0;0
66;1024;ISUZU;NPR 8 LONG KAMYON;0;0;0;0;0;0;0;0;669185;0;0
66;1025;ISUZU;NPR 10 XLONG KAMYON;0;0;0;0;0;829886;824687;773500;685985;0;0
66;1026;ISUZU;FSR TORA LONG KAMYON;0;0;0;1478176;1361087;1201145;1033836;918828;798677;0;0
66;1027;ISUZU;FSR TORA KAMYON;0;0;0;1457745;1342997;1184375;1026654;912787;786288;0;0
66;1028;ISUZU;D-MAX CIFT KABIN KAMYONET 2.5 4x2 TR 6MT;0;0;0;0;0;0;531926;500115;484028;0;0
66;1029;ISUZU;D-MAX CIFT KABIN KAMYONET 2.5 4x4 TR 6MT;0;0;0;0;0;0;570587;538399;522503;0;0
66;1030;ISUZU;D-MAX CIFT KABIN KAMYONET 2.5 4x4 AT;0;0;0;0;0;0;0;0;548403;0;0
66;1031;ISUZU;OTOBUS NOVO 29 LIFTLI;0;0;0;0;0;0;0;1034141;927676;0;0
66;1032;ISUZU;OTOBUS NOVO LUX 29 LIFTLI;0;0;0;0;0;0;1278743;1112647;971951;0;0
66;1033;ISUZU;OTOBUS VISIGO INTERURBAN LIFTLI E6;0;3708580;3700616;3484844;2893656;2660188;2308351;1873512;1780317;0;0
66;1034;ISUZU;OTOBUS VISIGO (35+1) E6;0;0;0;0;0;0;2231780;1809115;1739678;0;0
66;1035;ISUZU;OTOBUS VISIGO (39+1) E6;0;0;0;0;0;0;2237505;1819034;1751395;0;0
66;1036;ISUZU;D-MAX TEK KABIN KAMYONET 4x2 6M/T;0;0;0;0;0;0;477266;445001;428902;0;0
66;1037;ISUZU;D-MAX CIFT KABIN KAMYONET 4X4 UNLIMITED 5A/T;0;0;0;0;0;0;0;573068;557677;0;0
66;1038;ISUZU;OTOBUS NOVO S (27+1);2403270;1947750;1581253;1510105;1365113;1154731;989017;883300;0;0;0
66;1039;ISUZU;OTOBUS NOVO S (29+1);2404640;1953000;1553740;1499792;1369575;1158609;994064;888341;0;0;0
66;1040;ISUZU;OTOBUS NOVO S (27+1) LIFTLI;0;0;0;0;0;0;1105082;1032665;0;0;0
66;1041;ISUZU;OTOBUS NOVO S (29+1) LIFTLI;0;0;0;0;0;0;1110121;1037702;0;0;0
66;1042;ISUZU;OTOBUS CITIPORT C;0;0;0;0;0;0;2179300;0;0;0;0
66;1044;ISUZU;OTOBUS TURKUAZ 31+1+1;0;2150100;2050008;1966026;1605835;1446998;1256169;0;0;0;0
66;1045;ISUZU;OTOBUS TURKUAZ 29+1+1;0;2147000;2047248;1962097;1628984;1443352;1251411;0;0;0;0
66;1046;ISUZU;OTOBUS TURKUAZ 27+1+1;0;2144120;2044486;1958198;1624696;1439695;1246650;0;0;0;0
66;1047;ISUZU;OTOBUS NOVOCITI 25+1;0;0;0;0;0;1122390;1097494;0;0;0;0
66;1048;ISUZU;OTOBUS NOVO S 25+1;2401840;1942500;1545195;1492198;1309005;1138957;974234;0;0;0;0
66;1049;ISUZU;OTOBUS NOVO S 23+1;0;0;0;0;0;0;969227;0;0;0;0
66;1050;ISUZU;OTOBUS VISIGO 39+1+1;0;3475395;3465791;3274377;2765446;2542395;2210332;0;0;0;0
66;1051;ISUZU;OTOBUS VISIGO 37+1+1;0;3472150;3468600;3266404;2681023;2538670;2205487;0;0;0;0
66;1052;ISUZU;OTOBUS VISIGO 35+1+1;0;3468905;3452717;3258469;2757426;2534947;2200640;0;0;0;0
66;1053;ISUZU;D-MAX CIFT KABIN KAMYONET 1.9 4x4 V-CROSS 6AT;0;0;0;0;786346;703834;606024;0;0;0;0
66;1054;ISUZU;OTOBUS NOVO LUX 27+1+1;0;1814424;1804360;1657810;1385800;1189674;1081457;0;0;0;0
66;1055;ISUZU;OTOBUS NOVO LUX 29+1+1;0;1816117;1806882;1661665;1448933;1193469;1039387;0;0;0;0
66;1056;ISUZU;OTOBUS NOVO LUX 27+1+1 LIFTLI;0;1980500;1927120;1851027;1551629;1387323;1262131;0;0;0;0
66;1057;ISUZU;OTOBUS NOVO LUX 29+1+1 LIFTLI;0;1990450;1937382;1858745;1555705;1391130;1267065;0;0;0;0
66;1058;ISUZU;D-MAX TEK KABIN KAMYONET 1.9 4x2 6M/T;0;0;0;0;0;612783;0;0;0;0;0
66;1059;ISUZU;D-MAX CIFT KABIN KAMYONET 1.9 4x2 V-GO 6M/T;0;0;0;0;704584;625314;0;0;0;0;0
66;1060;ISUZU;D-MAX CIFTKABIN KAMYONET 1.9 4x2  V-LIFE 6M/T;0;0;0;0;717677;638186;0;0;0;0;0
66;1061;ISUZU;D-MAX CIFT KABIN KAMYONET 1.9 4x4 V-GO 6M/T;0;0;0;0;714672;634975;0;0;0;0;0
66;1062;ISUZU;D-MAX CIFT KABIN KAMYONET 1.9 4x4 V-LIFE 6M/T;0;0;0;0;718015;647846;0;0;0;0;0
66;1063;ISUZU;OTOBUS NOVOCITI LIFE;0;2303041;2255697;1913236;1725137;1395915;0;0;0;0;0
66;1064;ISUZU;OTOBUS NOVOCITI LIFE OV;0;2468017;2440546;2257135;1806680;1507595;0;0;0;0;0
66;1065;ISUZU;OTOBUS NOVO (25+1);0;1395739;1516298;1433320;1178883;1036495;0;0;0;0;0
66;1066;ISUZU;OTOBUS NOVO LUX (25+1);0;1600131;1590653;1503598;1256108;1085348;0;0;0;0;0
66;1067;ISUZU;OTOBUS NOVOCITI (25+16+1);0;1625804;1605639;1530568;1313554;1200529;0;0;0;0;0
66;1068;ISUZU;D-MAX TEK KABIN KAMYONET1.9  4x2 V-WORK 6M/T;0;0;0;0;751192;670735;0;0;0;0;0
66;1069;ISUZU;D-MAX CIFT KABIN KAMYONET 1.9 4x2 V-LIFE 6A/T;0;0;0;0;743926;664301;0;0;0;0;0
66;1070;ISUZU;D-MAX CIFT KABIN KAMYONET 1.9 4x4 V-JOY 6A/T;0;0;0;0;774842;694173;0;0;0;0;0
66;1071;ISUZU;OTOBUS NOVO 27+1;0;1453121;1440200;1394974;1229412;0;0;0;0;0;0
66;1072;ISUZU;OTOBUS NOVO 29+1;0;1454672;1440201;1398413;1233433;0;0;0;0;0;0
66;1073;ISUZU;OTOBUS NOVO LUX 29+1;0;0;1467768;1437444;1314578;0;0;0;0;0;0
66;1074;ISUZU;NPR KAMYON E6D;0;1080250;1065343;923296;0;0;0;0;0;0;0
66;1075;ISUZU;NPR LONG KAMYON E6D;0;1085400;1075174;978084;0;0;0;0;0;0;0
66;1076;ISUZU;NPR 10 KAMYON E6D;0;1283000;1183007;1062662;0;0;0;0;0;0;0
66;1077;ISUZU;NPR 10 LONG KAMYON E6D;0;1277800;1177838;1074725;0;0;0;0;0;0;0
66;1078;ISUZU;NPR 3D KAMYON E6D;1473171;1290540;1212823;1129852;0;0;0;0;0;0;0
66;1079;ISUZU;OTOBUS CITIPORT 18M;0;5500400;5411117;4672860;0;0;0;0;0;0;0
66;1080;ISUZU;D-MAX CIFT KABIN KAMYONET 1.9 4x4 V-CROSS AT;1550000;1550000;1354385;1321176;0;0;0;0;0;0;0
66;1081;ISUZU;D-MAX CIFT KABIN KAMYONET 1.9 4x2 V-GO MT;1185000;1185000;1033210;1007876;0;0;0;0;0;0;0
66;1082;ISUZU;D-MAX CIFT KABIN KAMYONET 1.9 4x2 V-LIFE MT;1200000;1200000;948058;924810;0;0;0;0;0;0;0
66;1083;ISUZU;D-MAX CIFT KABIN KAMYONET 1.9 4x2 V-LIFE AT;1300000;1300000;852793;839768;0;0;0;0;0;0;0
66;1084;ISUZU;D-MAX CIFT KABIN KAMYONET 1.9 4x4 V-GO MT;1300000;1300000;1154883;1126565;0;0;0;0;0;0;0
66;1085;ISUZU;D-MAX CIFT KABIN KAMYONET 1.9 4x4 V-LIFE MT;1350000;1350000;1089845;885058;0;0;0;0;0;0;0
66;1086;ISUZU;D-MAX CIFT KABIN KAMYONET 1.9 4x4 V-JOY AT;1475000;1475000;1010392;973482;0;0;0;0;0;0;0
66;1087;ISUZU;D-MAX CIFTKABIN KAMYONET 2.5 4x4 UNLIMITED AT;0;0;0;893912;0;0;0;0;0;0;0
66;1088;ISUZU;OTOBUS GRAND TORO MT (35+1+1);3694470;2661656;2883600;0;0;0;0;0;0;0;0
66;1089;ISUZU;OTOBUS GRAND TORO MT (37+1);3691610;2660333;2886797;0;0;0;0;0;0;0;0
66;1090;ISUZU;OTOBUS GRAND TORO AT (35+1+1);3981690;3100561;3226319;0;0;0;0;0;0;0;0
66;1091;ISUZU;OTOBUS GRAND TORO AT (37+1);3978830;2988988;3229351;0;0;0;0;0;0;0;0
66;1092;ISUZU;OTOBUS CITIPORT 12;0;3597188;0;0;0;0;0;0;0;0;0
66;1093;ISUZU;OTOBUS CITIPORT 12 CNG;0;4852791;0;0;0;0;0;0;0;0;0
66;1094;ISUZU;NPR KAMYON E6E;1407268;1407268;0;0;0;0;0;0;0;0;0
66;1095;ISUZU;NPR LONG KAMYON E6E;1421900;1421900;0;0;0;0;0;0;0;0;0
66;1096;ISUZU;NPR LONG KAMYON ADR E6E;1470044;1470044;0;0;0;0;0;0;0;0;0
66;1097;ISUZU;NPR 10 KAMYON E6E;1631232;1631232;0;0;0;0;0;0;0;0;0
66;1098;ISUZU;NPR 10 LONG KAMYON E6E;1645864;1645864;0;0;0;0;0;0;0;0;0
66;1099;ISUZU;NPR 10 LONG KAMYON ADR E6E;1694067;1694067;0;0;0;0;0;0;0;0;0
66;1100;ISUZU;NPR 3D KAMYON E6E;1875846;1875846;0;0;0;0;0;0;0;0;0
66;1101;ISUZU;OTOBUS TURKUAZ 27+1+1 E6E;3065910;2451597;0;0;0;0;0;0;0;0;0
66;1102;ISUZU;OTOBUS TURKUAZ 29+1+1 E6E;3067340;2453449;0;0;0;0;0;0;0;0;0
66;1103;ISUZU;OTOBUS TURKUAZ 31+1+1 E6E;3068770;2455301;0;0;0;0;0;0;0;0;0
66;1104;ISUZU;OTOBUS NOVO 25+1 E6E;0;1916694;0;0;0;0;0;0;0;0;0
66;1105;ISUZU;OTOBUS NOVO 27+1 E6E;0;1941458;0;0;0;0;0;0;0;0;0
66;1106;ISUZU;OTOBUS NOVO 29+1 E6E;0;1920222;0;0;0;0;0;0;0;0;0
66;1107;ISUZU;OTOBUS NOVO LUX 25+1 E6E;2600930;2172896;0;0;0;0;0;0;0;0;0
66;1108;ISUZU;OTOBUS NOVO LUX 27+1+1 E6E;2602300;2174748;0;0;0;0;0;0;0;0;0
66;1109;ISUZU;OTOBUS NOVO LUX 29+1 E6E;2603730;2176601;0;0;0;0;0;0;0;0;0
66;1110;ISUZU;OTOBUS NOVO LUX 27+1+1 LIFTLI E6E;3302780;2495340;0;0;0;0;0;0;0;0;0
66;1111;ISUZU;OTOBUS NOVO LUX 29+1+1 LIFTLI E6E;3304150;2497192;0;0;0;0;0;0;0;0;0
66;1112;ISUZU;OTOBUS NOVO CITI 25+16+1 E6E;2731790;2114905;0;0;0;0;0;0;0;0;0
66;1113;ISUZU;OTOBUS NOVO CITI LIFE M/T 25+28+1 E6E;0;2849058;0;0;0;0;0;0;0;0;0
66;1114;ISUZU;OTOBUS NOVO CITI LIFE A/T 25+28+1 E6E;0;3053168;0;0;0;0;0;0;0;0;0
66;1115;ISUZU;OTOBUS CITIBUS A/T E6E;4580390;3529567;0;0;0;0;0;0;0;0;0
66;1116;ISUZU;OTOBUS CITIPORT 12 E6E;6060730;4606540;0;0;0;0;0;0;0;0;0
66;1117;ISUZU;OTOBUS CITIPORT 12 CNG E6E;8139700;6236996;0;0;0;0;0;0;0;0;0
66;1118;ISUZU;VISIGO INTERURBAN E6E;5147750;4269278;0;0;0;0;0;0;0;0;0
66;1119;ISUZU;VISIGO INTERURBAN LIFTLI E6E;5848230;4589869;0;0;0;0;0;0;0;0;0
66;1120;ISUZU;OTOBUS VISIGO 35+1+1 E6E;5154900;4278396;0;0;0;0;0;0;0;0;0
66;1121;ISUZU;OTOBUS VISIGO 37+1+1 E6E;5157700;4282102;0;0;0;0;0;0;0;0;0
66;1122;ISUZU;OTOBUS VISIGO 39+1+1 E6E;5160560;4285735;0;0;0;0;0;0;0;0;0
66;1123;ISUZU;OTOBUS CITIPORT 18M E6E;10507390;8128982;0;0;0;0;0;0;0;0;0
66;1124;ISUZU;OTOBUS CITIPORT 18M CNG E6E;13687290;9570656;0;0;0;0;0;0;0;0;0
66;1125;ISUZU;OTOBUS INTERLINER 13 CNG;8122660;0;0;0;0;0;0;0;0;0;0
66;1126;ISUZU;OTOBUS INTERLINER 12.3;6851370;0;0;0;0;0;0;0;0;0;0
66;1127;ISUZU;OTOBUS CITIVOLT B120;9500000;0;0;0;0;0;0;0;0;0;0
66;113;ISUZU;KAMYON NQR;0;0;0;0;0;0;0;0;0;0;0
66;115;ISUZU;OTOBUS TURKUAZ;0;0;0;0;0;0;0;0;0;0;0
66;116;ISUZU;NKR LOW KAMYONET;0;0;0;0;0;0;0;0;0;0;0
66;117;ISUZU;NKR W LX KAMYONET;0;0;0;0;0;0;0;0;0;0;0
66;118;ISUZU;MIDIBUS CLASSIC 23;0;0;0;0;0;0;0;0;0;0;0
66;119;ISUZU;MIDIBUS CLASSIC 27;0;0;0;0;0;0;0;0;0;0;0
66;120;ISUZU;OTOBUS ROYBUS 27;0;0;0;0;0;0;0;0;0;0;0
66;122;ISUZU;KAMYON NQR (3 DINGIL);0;0;0;0;0;0;0;0;0;0;0
66;123;ISUZU;D-MAX CIFT KABIN KAMYONET 4x2;0;0;0;0;0;0;0;0;0;0;336185
66;125;ISUZU;D-MAX TEK KABIN KAMYONET 4x2;0;0;0;0;0;0;0;0;0;0;0
66;126;ISUZU;D-MAX CIFT KABIN 4x4 OV;0;0;0;0;0;0;0;0;0;0;0
66;127;ISUZU;D-MAX CIFT KABIN K.NET 4x4 (2.5);0;0;0;0;0;0;0;0;0;0;367245
66;128;ISUZU;OTOBUS ROYBUS C;0;0;0;0;0;0;0;0;0;0;0
66;129;ISUZU;OTOBUS TURKUAZ (175);0;0;0;0;0;0;1380884;1286348;1094333;1061499;916455
66;130;ISUZU;OTOBUS  URBAN 50 BELEDIYE;0;0;0;0;0;0;0;0;0;0;0
66;131;ISUZU;OTOBUS URBAN 22 BELEDIYE;0;0;0;0;0;0;0;0;0;0;0
66;132;ISUZU;OTOBUS URBAN 27 BELEDIYE;0;0;0;0;0;0;0;0;0;0;0
66;133;ISUZU;OTOBUS CITIBUS Q-BUS 31;0;0;0;0;0;0;0;0;0;0;0
66;134;ISUZU;OTOBUS CITIBUS BELEDIYE;0;0;0;0;0;0;0;0;0;0;0
66;135;ISUZU;MIDIBUS CLASSIC 25;0;0;0;0;0;0;0;0;0;0;0
66;136;ISUZU;D-MAX CIFT KABIN K.NET 4x2 LIMITED EDITI;0;0;0;0;0;0;0;0;0;0;342440
66;137;ISUZU;OTOBUS CITIMARK;0;0;0;0;0;0;0;0;1329466;1094577;937745
66;138;ISUZU;NOVO OTOBUS 27;0;0;0;0;0;0;0;1048776;919656;826110;700328
66;139;ISUZU;NOVO LUX OTOBUS 27;0;0;0;0;0;1300757;1228148;1121059;954339;912250;777554
66;140;ISUZU;OTOBUS ROYBUS (23);0;0;0;0;0;0;0;0;0;0;0
66;141;ISUZU;D MAX CIFT KABIN KAMYONET 4x2 EXTRA;0;0;0;0;0;0;0;0;0;0;0
66;142;ISUZU;NPR LONG KAMYON;0;0;0;1224929;1074774;950505;864942;782933;742879;666845;632220
66;143;ISUZU;NPR HP KAMYON;0;0;0;0;0;0;0;0;0;0;655015
66;144;ISUZU;NLR KAMYONET;0;0;0;829541;770690;669484;579830;527867;461193;420977;375498
66;145;ISUZU;NLR LONG KAMYONET;0;0;0;841803;782098;674653;588674;535523;470492;425551;380060
66;146;ISUZU;NNR KAMYONET;0;0;0;0;0;0;0;558690;522175;469576;415805
66;147;ISUZU;NNR LONG KAMYONET;0;0;0;0;0;0;0;0;527196;474112;422415
66;148;ISUZU;NOVOCITI OTOBUS;0;0;0;0;0;0;1273534;1147227;1030372;946926;808320
66;149;ISUZU;NPR 3D KAMYON;0;0;0;1458868;1362462;1161367;1052256;962531;854372;741925;681086
66;150;ISUZU;NPR 10 KAMYON;0;0;0;1408736;1310742;1083406;984721;873993;755038;638308;585951
66;151;ISUZU;NPR 10 LONG KAMYON;0;0;0;1424976;1328472;1096837;993554;881507;764924;642227;596573
66;152;ISUZU;NOVO ULTRA OTOBUS;0;0;0;0;0;0;0;1121998;1007366;963802;767822
66;153;ISUZU;NOVOCITI ULTRA OTOBUS;0;0;0;0;0;0;0;0;1000871;963802;769402
66;154;ISUZU;NOVO LUX OTOBUS 29;0;0;0;0;0;0;0;0;0;0;767822
80;1001;LANCIA;DELTA 1.4 TB (140);0;0;0;0;0;0;0;0;0;0;296910
80;1002;LANCIA;DELTA 1.6 MULTIJET (120) SELECTRONIC;0;0;0;0;0;0;0;0;0;0;346849
80;1003;LANCIA;THEMA 3.0 (240) OV;0;0;0;0;0;0;0;0;0;0;998152
80;1004;LANCIA;VOYAGER 2.8 OV;0;0;0;0;0;0;0;0;0;1070170;1026535
80;1005;LANCIA;YPSILON 0.9 TWINAIR 85 DFN;0;0;0;0;0;0;0;0;0;279090;263504
80;1006;LANCIA;YPSILON 1.2 FIRE EVO II 69;0;0;0;0;0;0;0;0;0;253051;235485
80;1007;LANCIA;YPSILON 1.3 MULTIJET II 95;0;0;0;0;0;0;0;0;0;260894;243913
80;200;LANCIA;YPSILON 1.4 ARGENTO (77);0;0;0;0;0;0;0;0;0;0;0
80;201;LANCIA;YPSILON 1.4 ORO (77);0;0;0;0;0;0;0;0;0;0;0
80;202;LANCIA;YPSILON 1.4 PLATINO (77);0;0;0;0;0;0;0;0;0;0;0
80;203;LANCIA;YPSILON 1.4 16V ORO (95);0;0;0;0;0;0;0;0;0;0;0
80;204;LANCIA;YPSILON 1.4 16V PLATINO (95);0;0;0;0;0;0;0;0;0;0;0
80;205;LANCIA;YPSILON 1.3 MULTIJET ARGENTO (75);0;0;0;0;0;0;0;0;0;0;0
80;206;LANCIA;YPSILON 1.3 MULTIJET ORO (75);0;0;0;0;0;0;0;0;0;0;0
80;207;LANCIA;YPSILON 1.3 MULTIJET PLATINO (75);0;0;0;0;0;0;0;0;0;0;0
80;208;LANCIA;YPSILON 1.3 MULTIJET ORO (90);0;0;0;0;0;0;0;0;0;0;0
80;209;LANCIA;YPSILON 1.3 MULTIJET PLATINO (90);0;0;0;0;0;0;0;0;0;0;0
80;210;LANCIA;YPSILON 1.4 16V SPORT MOMO DESIGN (95);0;0;0;0;0;0;0;0;0;0;0
80;211;LANCIA;YPSILON 1.4 16V SPORT MOMO DESIGN 95 DFN;0;0;0;0;0;0;0;0;0;0;0
80;212;LANCIA;YPSILON 1.3 MJT SPORT MOMO DESIGN 105;0;0;0;0;0;0;0;0;0;0;0
80;300;LANCIA;DELTA 1.4 T (120);0;0;0;0;0;0;0;0;0;0;0
80;301;LANCIA;DELTA 1.4 T (150);0;0;0;0;0;0;0;0;0;0;0
80;302;LANCIA;DELTA 1.6 MJT (120);0;0;0;0;0;0;0;0;0;0;317541
80;303;LANCIA;DELTA 1.6 MJT (120) MTA;0;0;0;0;0;0;0;0;0;0;0
80;304;LANCIA;DELTA 1.9 MJT (190);0;0;0;0;0;0;0;0;0;0;0
80;305;LANCIA;DELTA 1.6 MJT 120 HARD BLACK SELECTRONIC;0;0;0;0;0;0;0;0;0;0;376146
80;306;LANCIA;DELTA 1.8 T (200) OV;0;0;0;0;0;0;0;0;0;0;355510
82;4;LINCOLN;NAVIGATOR;0;0;0;0;0;0;0;0;0;0;0
82;6;LINCOLN;TOWN CAR ULTIMATE 4.6;0;0;0;0;0;0;0;0;0;0;0
82;1001;LINCOLN;TOWN CAR LIMOUSINE 70 4.6;0;0;0;0;0;0;0;0;0;0;0
82;1003;LINCOLN;MKS;0;0;0;0;0;0;0;0;0;0;0
82;1004;LINCOLN;NAVIGATOR 3.5 V6 AWD;0;0;0;0;0;6035058;5141757;4228329;3021896;2580589;0
82;1005;LINCOLN;MKT 3.5;0;0;0;0;0;0;0;0;0;0;0
82;1006;LINCOLN;AVIATOR 3.0;0;11138580;0;0;0;0;0;0;0;0;0
82;1101;LINCOLN;NAUTILUS 2.0T;0;0;1882429;0;0;0;0;0;0;0;0
83;55;LADA;NIVA 1.7i 21214;0;0;0;0;0;0;0;0;0;0;0
83;71;LADA;VEGA SEDAN 1.6 8V;0;0;0;0;0;0;0;0;0;0;0
83;72;LADA;VEGA HB 1.6 16V;0;0;0;0;0;0;0;0;0;0;0
83;74;LADA;VEGA WAGON 1.6 16V;0;0;0;0;0;0;0;0;0;0;0
83;80;LADA;KALINA 1.6i SEDAN;0;0;0;0;0;0;0;0;0;0;0
83;81;LADA;KALINA 1.6i HB;0;0;0;0;0;0;0;0;0;0;0
83;1001;LADA;KALINA UNIVERSAL 1.4 16V;0;0;0;0;0;0;0;0;0;0;0
83;1002;LADA;KALINA HB 1.4 16V;0;0;0;0;0;0;0;0;0;0;0
83;1003;LADA;PRIORA SEDAN 1.6 16V;0;0;0;0;0;0;0;0;0;0;0
83;1004;LADA;PRIORA HB 1.6 16V;0;0;0;0;0;0;0;0;0;0;0
83;1005;LADA;PRIORA UNIVERSAL 1.6 16V;0;0;0;0;0;0;0;0;0;0;0
83;1006;LADA;LADA 4x4 1.7i;0;0;0;0;0;0;0;0;0;0;0
83;1007;LADA;4x4 2 KAPI URBAN 1.7;0;0;0;0;530285;476127;0;0;0;0;0
83;1008;LADA;4x4 4 KAPI 1.7;0;0;0;0;642192;515403;0;0;0;0;0
83;1009;LADA;4x4 4 KAPI URBAN 1.7;0;0;0;0;689679;560474;0;0;0;0;0
83;1010;LADA;4x4 2 KAPI 1.7;0;0;0;0;486443;404238;0;0;0;0;0
83;1011;LADA;VESTA SEDAN 1.6;0;0;0;0;608729;0;0;0;0;0;0
83;1012;LADA;VESTA SW CROSS 1.6;0;0;0;0;721757;0;0;0;0;0;0
86;26;MASERATI;COUPE GT;0;0;0;0;0;0;0;0;0;0;0
86;27;MASERATI;COUPE COMBICORSA;0;0;0;0;0;0;0;0;0;0;0
86;28;MASERATI;SPYDER GT;0;0;0;0;0;0;0;0;0;0;0
86;30;MASERATI;QUATTROPORTE DUOSELECT;0;0;0;0;0;0;0;0;0;0;0
86;31;MASERATI;GRAN SPORT;0;0;0;0;0;0;0;0;0;0;0
86;32;MASERATI;GRAN SPORT SPYDER;0;0;0;0;0;0;0;0;0;0;0
86;33;MASERATI;GRAN TURISMO;0;0;0;0;0;0;0;4173427;3570959;3180003;2887515
86;1001;MASERATI;GRAN TURISMO S;0;0;0;0;0;0;4986225;4385566;3781820;3371359;3062134
86;1002;MASERATI;GRAN TURISMO S MC-SHIFT;0;0;0;0;0;0;5046987;4444547;3902396;3489469;3209848
